ensembl_gene_id	hsapiens_homolog_ensembl_gene	external_gene_name
ENSRNOG00000012975	ENSG00000115486	Ggcx
ENSRNOG00000023946	ENSG00000137038	Dmac1
ENSRNOG00000008569	ENSG00000184983	Ndufa6
ENSRNOG00000047895	ENSG00000037897	Mettl1
ENSRNOG00000018393	ENSG00000049247	Uts2
ENSRNOG00000020446	ENSG00000182628	LOC102555739
ENSRNOG00000061519	ENSG00000151693	Asap2
ENSRNOG00000019085	ENSG00000124571	Xpo5
ENSRNOG00000011747	ENSG00000105518	Tmem205
ENSRNOG00000011774	ENSG00000162458	Fblim1
ENSRNOG00000019749	ENSG00000160087	Ube2j2
ENSRNOG00000019891	ENSG00000104969	Sgta
ENSRNOG00000010834	ENSG00000186732	Mpped1
ENSRNOG00000010634	ENSG00000157890	Megf11
ENSRNOG00000023812	ENSG00000162437	Raver2
ENSRNOG00000005572	ENSG00000147123	RGD1306782
ENSRNOG00000004060	ENSG00000198668	Calm1
ENSRNOG00000062691	ENSG00000184009	Actg1-ps9
ENSRNOG00000025059	ENSG00000182379	Nxph4
ENSRNOG00000007080	ENSG00000136883	Kif12
ENSRNOG00000016571	ENSG00000134259	Ngf
ENSRNOG00000014590	ENSG00000130413	Stk33
ENSRNOG00000009542	ENSG00000140015	Kcnh5
ENSRNOG00000009217	ENSG00000116663	Fbxo6
ENSRNOG00000015858	ENSG00000114378	Hyal1
ENSRNOG00000019103	ENSG00000188603	Cln3
ENSRNOG00000065869	ENSG00000239810	
ENSRNOG00000065869	ENSG00000204501	
ENSRNOG00000065869	ENSG00000229571	
ENSRNOG00000065869	ENSG00000187545	
ENSRNOG00000065869	ENSG00000243073	
ENSRNOG00000065869	ENSG00000270601	
ENSRNOG00000065869	ENSG00000279804	
ENSRNOG00000065869	ENSG00000116721	
ENSRNOG00000065869	ENSG00000279169	
ENSRNOG00000065869	ENSG00000204505	
ENSRNOG00000065869	ENSG00000204480	
ENSRNOG00000065869	ENSG00000280267	
ENSRNOG00000065869	ENSG00000204481	
ENSRNOG00000065869	ENSG00000204510	
ENSRNOG00000065869	ENSG00000120952	
ENSRNOG00000065869	ENSG00000116726	
ENSRNOG00000065869	ENSG00000237700	
ENSRNOG00000065869	ENSG00000182330	
ENSRNOG00000065869	ENSG00000274764	
ENSRNOG00000065869	ENSG00000204479	
ENSRNOG00000065869	ENSG00000232423	
ENSRNOG00000065869	ENSG00000204478	
ENSRNOG00000018330	ENSG00000133477	Fam83f
ENSRNOG00000007197	ENSG00000012504	Nr1h4
ENSRNOG00000025023	ENSG00000166888	Stat6
ENSRNOG00000005734	ENSG00000125046	Ssuh2
ENSRNOG00000025793	ENSG00000103404	Usp31
ENSRNOG00000010209	ENSG00000273899	Nol12
ENSRNOG00000043331	ENSG00000235098	Ankrd65
ENSRNOG00000027142	ENSG00000239810	Oog1
ENSRNOG00000027142	ENSG00000204501	Oog1
ENSRNOG00000027142	ENSG00000229571	Oog1
ENSRNOG00000027142	ENSG00000187545	Oog1
ENSRNOG00000027142	ENSG00000243073	Oog1
ENSRNOG00000027142	ENSG00000270601	Oog1
ENSRNOG00000027142	ENSG00000279804	Oog1
ENSRNOG00000027142	ENSG00000116721	Oog1
ENSRNOG00000027142	ENSG00000279169	Oog1
ENSRNOG00000027142	ENSG00000204505	Oog1
ENSRNOG00000027142	ENSG00000204480	Oog1
ENSRNOG00000027142	ENSG00000280267	Oog1
ENSRNOG00000027142	ENSG00000204481	Oog1
ENSRNOG00000027142	ENSG00000204510	Oog1
ENSRNOG00000027142	ENSG00000120952	Oog1
ENSRNOG00000027142	ENSG00000116726	Oog1
ENSRNOG00000027142	ENSG00000237700	Oog1
ENSRNOG00000027142	ENSG00000182330	Oog1
ENSRNOG00000027142	ENSG00000274764	Oog1
ENSRNOG00000027142	ENSG00000204479	Oog1
ENSRNOG00000027142	ENSG00000232423	Oog1
ENSRNOG00000027142	ENSG00000204478	Oog1
ENSRNOG00000009298	ENSG00000132879	Fbxo44
ENSRNOG00000020025	ENSG00000174669	Slc29a2
ENSRNOG00000011799	ENSG00000183401	Ccdc159
ENSRNOG00000069301	ENSG00000204246	Or13c3c
ENSRNOG00000008508	ENSG00000134940	Acrv1
ENSRNOG00000068987	ENSG00000138279	
ENSRNOG00000019195	ENSG00000170734	Polh
ENSRNOG00000010427	ENSG00000205339	Ipo7
ENSRNOG00000048320	ENSG00000174886	Ndufa11
ENSRNOG00000006441	ENSG00000089775	Zbtb25
ENSRNOG00000010899	ENSG00000170819	Bfsp2
ENSRNOG00000018529	ENSG00000133275	Csnk1g2
ENSRNOG00000014079	ENSG00000115415	Stat4
ENSRNOG00000067239	ENSG00000163590	Ppm1l
ENSRNOG00000025359	ENSG00000258484	Spesp1
ENSRNOG00000063755	ENSG00000139354	Gas2l3
ENSRNOG00000018647	ENSG00000242485	Mrpl20
ENSRNOG00000058658	ENSG00000109919	Mtch2
ENSRNOG00000005287	ENSG00000176438	Syne3
ENSRNOG00000055305	ENSG00000188677	Parvb
ENSRNOG00000027770	ENSG00000083067	Trpm3
ENSRNOG00000019890	ENSG00000165457	Folr2
ENSRNOG00000029911	ENSG00000138615	Cilp
ENSRNOG00000018778	ENSG00000182985	Cadm1
ENSRNOG00000014322	ENSG00000189337	Kazn
ENSRNOG00000006087	ENSG00000155827	Rnf20
ENSRNOG00000058645	ENSG00000041982	Tnc
ENSRNOG00000038943	ENSG00000179088	RGD1560034
ENSRNOG00000009409	ENSG00000116661	Fbxo2
ENSRNOG00000011157	ENSG00000162434	Jak1
ENSRNOG00000019589	ENSG00000169962	Tas1r3
ENSRNOG00000058593	ENSG00000126804	Zbtb1
ENSRNOG00000012164	ENSG00000105520	Plppr2
ENSRNOG00000051854	ENSG00000138792	Enpep
ENSRNOG00000059402	ENSG00000119185	Itgb1bp1
ENSRNOG00000022455	ENSG00000224051	Cptp
ENSRNOG00000047341	ENSG00000239810	LOC120103107
ENSRNOG00000047341	ENSG00000204501	LOC120103107
ENSRNOG00000047341	ENSG00000229571	LOC120103107
ENSRNOG00000047341	ENSG00000187545	LOC120103107
ENSRNOG00000047341	ENSG00000243073	LOC120103107
ENSRNOG00000047341	ENSG00000270601	LOC120103107
ENSRNOG00000047341	ENSG00000279804	LOC120103107
ENSRNOG00000047341	ENSG00000116721	LOC120103107
ENSRNOG00000047341	ENSG00000279169	LOC120103107
ENSRNOG00000047341	ENSG00000204505	LOC120103107
ENSRNOG00000047341	ENSG00000204480	LOC120103107
ENSRNOG00000047341	ENSG00000280267	LOC120103107
ENSRNOG00000047341	ENSG00000204481	LOC120103107
ENSRNOG00000047341	ENSG00000204510	LOC120103107
ENSRNOG00000047341	ENSG00000120952	LOC120103107
ENSRNOG00000047341	ENSG00000116726	LOC120103107
ENSRNOG00000047341	ENSG00000237700	LOC120103107
ENSRNOG00000047341	ENSG00000182330	LOC120103107
ENSRNOG00000047341	ENSG00000274764	LOC120103107
ENSRNOG00000047341	ENSG00000204479	LOC120103107
ENSRNOG00000047341	ENSG00000232423	LOC120103107
ENSRNOG00000047341	ENSG00000204478	LOC120103107
ENSRNOG00000019332	ENSG00000172432	Gtpbp2
ENSRNOG00000005720	ENSG00000166211	Spic
ENSRNOG00000005568	ENSG00000126773	AABR07064804.1
ENSRNOG00000017403	ENSG00000184730	Apobr
ENSRNOG00000004013	ENSG00000155974	Grip1
ENSRNOG00000009484	ENSG00000132300	Ptcd3
ENSRNOG00000014846	ENSG00000140350	Anp32a
ENSRNOG00000014846	ENSG00000139223	Anp32a
ENSRNOG00000066746	ENSG00000111640	
ENSRNOG00000019383	ENSG00000167074	Tef
ENSRNOG00000059015	ENSG00000100106	Triobp
ENSRNOG00000063912	ENSG00000258597	LOC690319
ENSRNOG00000059160	ENSG00000196378	LOC102551014
ENSRNOG00000031896	ENSG00000134910	Stt3a
ENSRNOG00000017976	ENSG00000137491	Slco2b1
ENSRNOG00000017964	ENSG00000149742	Slc22a25
ENSRNOG00000071075	ENSG00000204246	Or13c3b
ENSRNOG00000065765	ENSG00000167996	
ENSRNOG00000046492	ENSG00000166881	Nemp1
ENSRNOG00000056462	ENSG00000144747	Tmf1
ENSRNOG00000012619	ENSG00000187266	Epor
ENSRNOG00000015916	ENSG00000075234	Ttc38
ENSRNOG00000043103	ENSG00000260230	Frrs1l
ENSRNOG00000033740	ENSG00000153714	Lurap1l
ENSRNOG00000029127	ENSG00000138617	Parp16
ENSRNOG00000068796	ENSG00000196378	
ENSRNOG00000008586	ENSG00000136010	Aldh1l2
ENSRNOG00000052418	ENSG00000119203	Cpsf3
ENSRNOG00000054063	ENSG00000243477	Naa80
ENSRNOG00000006570	ENSG00000126822	Plekhg3
ENSRNOG00000005101	ENSG00000271321	Mia2
ENSRNOG00000005101	ENSG00000271079	Mia2
ENSRNOG00000005101	ENSG00000288784	Mia2
ENSRNOG00000005101	ENSG00000150527	Mia2
ENSRNOG00000005101	ENSG00000212710	Mia2
ENSRNOG00000005101	ENSG00000236761	Mia2
ENSRNOG00000005101	ENSG00000289604	Mia2
ENSRNOG00000010522	ENSG00000136869	Tlr4
ENSRNOG00000028215	ENSG00000030066	Nup160
ENSRNOG00000052010	ENSG00000118094	Treh
ENSRNOG00000032669	ENSG00000197249	Serpina1
ENSRNOG00000012375	ENSG00000151689	Inpp1
ENSRNOG00000013764	ENSG00000100376	Fam118a
ENSRNOG00000005830	ENSG00000163377	Tafa4
ENSRNOG00000014602	ENSG00000103707	Mtfmt
ENSRNOG00000007799	ENSG00000162391	Fam151a
ENSRNOG00000008930	ENSG00000181634	Tnfsf15
ENSRNOG00000059876	ENSG00000106701	Fsd1l
ENSRNOG00000036601	ENSG00000138190	Exoc6
ENSRNOG00000063092	ENSG00000110367	
ENSRNOG00000005344	ENSG00000115761	Nol10
ENSRNOG00000018863	ENSG00000124574	Abcc10
ENSRNOG00000015516	ENSG00000215126	Zng1a
ENSRNOG00000015516	ENSG00000196873	Zng1a
ENSRNOG00000015516	ENSG00000147996	Zng1a
ENSRNOG00000062659	ENSG00000155034	RGD1565987
ENSRNOG00000015416	ENSG00000173559	Nabp1
ENSRNOG00000025233	ENSG00000100721	Tcl1a
ENSRNOG00000018798	ENSG00000132692	Bcan
ENSRNOG00000013423	ENSG00000093000	Nup50
ENSRNOG00000018262	ENSG00000133805	Ampd3
ENSRNOG00000009545	ENSG00000068654	Polr1a
ENSRNOG00000016150	ENSG00000214706	Ifrd2
ENSRNOG00000008334	ENSG00000058453	Crocc
ENSRNOG00000058891	ENSG00000205795	Cys1
ENSRNOG00000046261	ENSG00000102575	Acp5
ENSRNOG00000007837	ENSG00000162390	Acot11
ENSRNOG00000021628	ENSG00000140006	Wdr89
ENSRNOG00000065166	ENSG00000172208	Or4x11c
ENSRNOG00000018870	ENSG00000132702	Hapln2
ENSRNOG00000052051	ENSG00000074621	Slc24a1
ENSRNOG00000053266	ENSG00000212314	Rnu6-1162
ENSRNOG00000005686	ENSG00000172340	Suclg2
ENSRNOG00000054286	ENSG00000171848	Rrm2
ENSRNOG00000022694	ENSG00000171680	Plekhg5
ENSRNOG00000028129	ENSG00000106692	Fktn
ENSRNOG00000025053	ENSG00000123384	Lrp1
ENSRNOG00000004067	ENSG00000091129	Nrcam
ENSRNOG00000046181	ENSG00000175311	Anks4b
ENSRNOG00000005823	ENSG00000120800	Utp20
ENSRNOG00000010370	ENSG00000145901	Tnip1
ENSRNOG00000062725	ENSG00000181939	Or4c117b
ENSRNOG00000013388	ENSG00000197121	Pgap1
ENSRNOG00000070442	ENSG00000109756	
ENSRNOG00000058802	ENSG00000212421	LOC120102084
ENSRNOG00000028422	ENSG00000153561	Rmnd5a
ENSRNOG00000009855	ENSG00000188488	Serpina5
ENSRNOG00000007250	ENSG00000100625	Six4
ENSRNOG00000067376	ENSG00000231587	Snord62b
ENSRNOG00000005790	ENSG00000090382	RGD1306474
ENSRNOG00000018316	ENSG00000100351	Grap2
ENSRNOG00000055257	ENSG00000183291	Selenof
ENSRNOG00000062330	ENSG00000235284	Snord62a
ENSRNOG00000062330	ENSG00000199411	Snord62a
ENSRNOG00000006503	ENSG00000172159	Frmd3
ENSRNOG00000029501	ENSG00000241935	Hoga1
ENSRNOG00000000195	ENSG00000110002	LOC108348048
ENSRNOG00000056867	ENSG00000212550	LOC120102046
ENSRNOG00000056867	ENSG00000212424	LOC120102046
ENSRNOG00000007370	ENSG00000151692	Rnf144a
ENSRNOG00000011952	ENSG00000100347	Samm50
ENSRNOG00000018949	ENSG00000171462	Dlk2
ENSRNOG00000009155	ENSG00000213619	Ndufs3
ENSRNOG00000059005	ENSG00000151704	Kcnj1
ENSRNOG00000009921	ENSG00000196136	Serpina3m
ENSRNOG00000069976	ENSG00000242852	LOC100911320
ENSRNOG00000046307	ENSG00000168237	Glyctk
ENSRNOG00000066910	ENSG00000167105	
ENSRNOG00000005492	ENSG00000115756	Hpcal1
ENSRNOG00000010410	ENSG00000196136	Serpina3c
ENSRNOG00000005932	ENSG00000106780	Megf9
ENSRNOG00000007706	ENSG00000162409	Prkaa2
ENSRNOG00000063879	ENSG00000172769	Or5b106
ENSRNOG00000062921	ENSG00000252138	LOC120102081
ENSRNOG00000062921	ENSG00000253065	LOC120102081
ENSRNOG00000060107	ENSG00000164031	Dnajb14
ENSRNOG00000017158	ENSG00000110321	Eif4g2
ENSRNOG00000033567	ENSG00000030304	Musk
ENSRNOG00000006367	ENSG00000256870	Slc5a8
ENSRNOG00000018740	ENSG00000241635	Ugt1a8
ENSRNOG00000023020	ENSG00000267673	Fdx2
ENSRNOG00000055661	ENSG00000086200	Ipo11-ps1
ENSRNOG00000060254	ENSG00000252067	LOC120102127
ENSRNOG00000009397	ENSG00000123444	Kbtbd4
ENSRNOG00000012469	ENSG00000138614	Ints14
ENSRNOG00000010549	ENSG00000100300	Tspo
ENSRNOG00000010668	ENSG00000197043	Anxa6
ENSRNOG00000058938	ENSG00000164076	Camkv
ENSRNOG00000006776	ENSG00000115593	Smyd1
ENSRNOG00000061415	ENSG00000115750	Taf1b
ENSRNOG00000047023	ENSG00000144908	Aldh1l1
ENSRNOG00000008415	ENSG00000166886	Nab2
ENSRNOG00000006911	ENSG00000070182	Sptb
ENSRNOG00000037743	ENSG00000196136	LOC299277
ENSRNOG00000008016	ENSG00000136026	Ckap4
ENSRNOG00000018468	ENSG00000198728	Ldb1
ENSRNOG00000020710	ENSG00000161847	Raver1
ENSRNOG00000065550	ENSG00000188739	Rbm34-ps1
ENSRNOG00000004400	ENSG00000166148	Avpr1a
ENSRNOG00000030232	ENSG00000074696	Hacd3
ENSRNOG00000008050	ENSG00000185482	Stac3
ENSRNOG00000068126	ENSG00000197849	Or8g17d
ENSRNOG00000068126	ENSG00000255298	Or8g17d
ENSRNOG00000010620	ENSG00000058804	Ndc1
ENSRNOG00000052981	ENSG00000128335	LOC108351606
ENSRNOG00000052981	ENSG00000128284	LOC108351606
ENSRNOG00000052981	ENSG00000100336	LOC108351606
ENSRNOG00000052981	ENSG00000100342	LOC108351606
ENSRNOG00000009723	ENSG00000110536	Ptpmt1
ENSRNOG00000028063	ENSG00000095209	Tmem38b
ENSRNOG00000008904	ENSG00000151702	Fli1
ENSRNOG00000031851	ENSG00000185633	Ndufa4l2
ENSRNOG00000004189	ENSG00000127311	Helb
ENSRNOG00000048191	ENSG00000196136	Serpina3a
ENSRNOG00000008022	ENSG00000120868	Apaf1
ENSRNOG00000027736	ENSG00000130176	Cnn1
ENSRNOG00000019598	ENSG00000112715	Vegfa
ENSRNOG00000060287	ENSG00000275229	LOC120094953
ENSRNOG00000060287	ENSG00000206791	LOC120094953
ENSRNOG00000060287	ENSG00000270384	LOC120094953
ENSRNOG00000060287	ENSG00000277678	LOC120094953
ENSRNOG00000060287	ENSG00000252105	LOC120094953
ENSRNOG00000060287	ENSG00000252135	LOC120094953
ENSRNOG00000060287	ENSG00000201142	LOC120094953
ENSRNOG00000060287	ENSG00000277344	LOC120094953
ENSRNOG00000060287	ENSG00000277234	LOC120094953
ENSRNOG00000060287	ENSG00000273516	LOC120094953
ENSRNOG00000060287	ENSG00000275987	LOC120094953
ENSRNOG00000060287	ENSG00000252826	LOC120094953
ENSRNOG00000060287	ENSG00000202167	LOC120094953
ENSRNOG00000065624	ENSG00000197849	Or8g18e
ENSRNOG00000065624	ENSG00000255298	Or8g18e
ENSRNOG00000059348	ENSG00000119048	Ube2b
ENSRNOG00000005916	ENSG00000100614	Ppm1a
ENSRNOG00000064573	ENSG00000163904	LOC120093869
ENSRNOG00000023410	ENSG00000128335	Apol9a
ENSRNOG00000023410	ENSG00000128284	Apol9a
ENSRNOG00000023410	ENSG00000100336	Apol9a
ENSRNOG00000023410	ENSG00000100342	Apol9a
ENSRNOG00000064895	ENSG00000252431	LOC120101948
ENSRNOG00000047247	ENSG00000105426	Ptprs
ENSRNOG00000036675	ENSG00000138152	Btbd16
ENSRNOG00000052528	ENSG00000199977	Rnu105c
ENSRNOG00000008106	ENSG00000182199	Shmt2
ENSRNOG00000061876	ENSG00000179002	Tas1r2
ENSRNOG00000054342	ENSG00000241188	Metazoa_SRP
ENSRNOG00000009950	ENSG00000120458	Msantd2
ENSRNOG00000047386	ENSG00000157106	Smg1
ENSRNOG00000022777	ENSG00000126778	Six1
ENSRNOG00000064852	ENSG00000198673	Tafa2
ENSRNOG00000007267	ENSG00000020426	Mnat1
ENSRNOG00000007926	ENSG00000137764	Map2k5
ENSRNOG00000053344	ENSG00000251874	LOC120094865
ENSRNOG00000053344	ENSG00000252720	LOC120094865
ENSRNOG00000053344	ENSG00000222777	LOC120094865
ENSRNOG00000005228	ENSG00000111670	Gnptab
ENSRNOG00000014284	ENSG00000130165	Elof1
ENSRNOG00000069156	ENSG00000197849	
ENSRNOG00000069156	ENSG00000255298	
ENSRNOG00000058017	ENSG00000212447	Snord90
ENSRNOG00000065549	ENSG00000201321	LOC120094951
ENSRNOG00000006075	ENSG00000149557	Fez1
ENSRNOG00000054663	ENSG00000196860	Tomm20l
ENSRNOG00000019372	ENSG00000173599	Pc
ENSRNOG00000009736	ENSG00000128274	A4galt
ENSRNOG00000065963	ENSG00000197849	Or8g2c
ENSRNOG00000065963	ENSG00000255298	Or8g2c
ENSRNOG00000008467	ENSG00000165923	Agbl2
ENSRNOG00000007124	ENSG00000172086	Krcc1
ENSRNOG00000065636	ENSG00000278374	LOC120102124
ENSRNOG00000065636	ENSG00000199325	LOC120102124
ENSRNOG00000023824	ENSG00000185306	C7h12orf56
ENSRNOG00000066207	ENSG00000116473	
ENSRNOG00000019712	ENSG00000127054	Ints11
ENSRNOG00000007697	ENSG00000157131	C8a
ENSRNOG00000010688	ENSG00000154146	Nrgn
ENSRNOG00000005652	ENSG00000144619	Cntn4
ENSRNOG00000007785	ENSG00000126814	Trmt5
ENSRNOG00000012663	ENSG00000151690	Mfsd6
ENSRNOG00000014844	ENSG00000139116	Kif21a
ENSRNOG00000026985	ENSG00000019144	Phldb1
ENSRNOG00000033217	ENSG00000149564	Esam
ENSRNOG00000069507	ENSG00000186654	Prr5
ENSRNOG00000067794	ENSG00000197849	Or8g26
ENSRNOG00000067794	ENSG00000255298	Or8g26
ENSRNOG00000058271	ENSG00000111666	Chpt1
ENSRNOG00000010478	ENSG00000196136	Serpina3n
ENSRNOG00000004936	ENSG00000169439	Sdc2
ENSRNOG00000007329	ENSG00000139926	Frmd6
ENSRNOG00000017977	ENSG00000166311	Smpd1
ENSRNOG00000059737	ENSG00000221023	LOC120094945
ENSRNOG00000014521	ENSG00000114098	Armc8
ENSRNOG00000023951	ENSG00000111490	Tbc1d30
ENSRNOG00000005882	ENSG00000196781	Tle1
ENSRNOG00000065355	ENSG00000278135	LOC120102111
ENSRNOG00000068935	ENSG00000197849	Or8g30
ENSRNOG00000068935	ENSG00000255298	Or8g30
ENSRNOG00000064114	ENSG00000170953	Or8b12
ENSRNOG00000023176	ENSG00000134313	Kidins220
ENSRNOG00000033570	ENSG00000241484	Arhgap8
ENSRNOG00000058013	ENSG00000251842	LOC120094982
ENSRNOG00000058013	ENSG00000206983	LOC120094982
ENSRNOG00000018220	ENSG00000178104	Pde4dip
ENSRNOG00000007129	ENSG00000254126	Cd8b
ENSRNOG00000007129	ENSG00000172116	Cd8b
ENSRNOG00000015554	ENSG00000166839	Ankdd1a
ENSRNOG00000059485	ENSG00000006837	Cdkl3
ENSRNOG00000070485	ENSG00000197849	Or8g28
ENSRNOG00000070485	ENSG00000255298	Or8g28
ENSRNOG00000063613	ENSG00000177830	Chid1
ENSRNOG00000028782	ENSG00000174206	Kics2
ENSRNOG00000012924	ENSG00000189362	Nemp2
ENSRNOG00000008222	ENSG00000100575	Timm9
ENSRNOG00000005956	ENSG00000177459	Erich5
ENSRNOG00000022622	ENSG00000139974	Slc38a6
ENSRNOG00000013067	ENSG00000056487	Phf21b
ENSRNOG00000017767	ENSG00000072952	Irag1
ENSRNOG00000005270	ENSG00000139351	Sycp3
ENSRNOG00000011425	ENSG00000070159	Ptpn3
ENSRNOG00000025808	ENSG00000124608	Aars2
ENSRNOG00000010652	ENSG00000130158	Dock6
ENSRNOG00000009219	ENSG00000165478	Hepacam
ENSRNOG00000055497	ENSG00000222640	LOC120094028
ENSRNOG00000012260	ENSG00000109832	Ddx25
ENSRNOG00000005138	ENSG00000166908	Pip4k2c
ENSRNOG00000010284	ENSG00000115525	St3gal5
ENSRNOG00000052986	ENSG00000199645	LOC120093917
ENSRNOG00000007410	ENSG00000173406	Dab1
ENSRNOG00000011677	ENSG00000196950	Slc39a10
ENSRNOG00000023202	ENSG00000135655	Usp15
ENSRNOG00000060183	ENSG00000200443	LOC120093928
ENSRNOG00000008244	ENSG00000100578	LOC690035
ENSRNOG00000016385	ENSG00000187730	Gabrd
ENSRNOG00000012994	ENSG00000110060	Pus3
ENSRNOG00000061387	ENSG00000202296	LOC120094868
ENSRNOG00000061387	ENSG00000202350	LOC120094868
ENSRNOG00000061387	ENSG00000200446	LOC120094868
ENSRNOG00000019734	ENSG00000180992	Mrpl14
ENSRNOG00000058093	ENSG00000207031	Snord59al1
ENSRNOG00000025551	ENSG00000132554	Rgs22
ENSRNOG00000031789	ENSG00000100401	Rangap1
ENSRNOG00000008111	ENSG00000113525	Il5
ENSRNOG00000052748	ENSG00000206885	LOC120094881
ENSRNOG00000028064	ENSG00000142621	Fhad1
ENSRNOG00000012980	ENSG00000198331	Hyls1
ENSRNOG00000053801	ENSG00000201457	LOC120093962
ENSRNOG00000008451	ENSG00000033170	Fut8
ENSRNOG00000069960	ENSG00000274917	LOC120101957
ENSRNOG00000060216	ENSG00000207280	LOC120094885
ENSRNOG00000017524	ENSG00000107831	Fgf8
ENSRNOG00000055464	ENSG00000202400	LOC120094883
ENSRNOG00000007881	ENSG00000163719	Mtmr14
ENSRNOG00000011199	ENSG00000137817	Parp6
ENSRNOG00000046159	ENSG00000135677	Gns
ENSRNOG00000015285	ENSG00000134569	Lrp4
ENSRNOG00000007639	ENSG00000021852	C8b
ENSRNOG00000038102	ENSG00000115459	Elmod3
ENSRNOG00000018020	ENSG00000166313	Apbb1
ENSRNOG00000011278	ENSG00000104375	Stk3
ENSRNOG00000017485	ENSG00000137101	Cd72
ENSRNOG00000051692	ENSG00000201133	LOC120093954
ENSRNOG00000051692	ENSG00000202183	LOC120093954
ENSRNOG00000051692	ENSG00000202434	LOC120093954
ENSRNOG00000004873	ENSG00000027075	Prkch
ENSRNOG00000011490	ENSG00000130173	Angptl8
ENSRNOG00000022354	ENSG00000169972	Pusl1
ENSRNOG00000016827	ENSG00000188338	Slc38a3
ENSRNOG00000019743	ENSG00000137216	Tmem63b
ENSRNOG00000012840	ENSG00000113140	Sparc
ENSRNOG00000019871	ENSG00000071677	Prlh
ENSRNOG00000056414	ENSG00000283442	LOC120094968
ENSRNOG00000065829	ENSG00000206833	LOC120094977
ENSRNOG00000028856	ENSG00000165495	Pknox2
ENSRNOG00000054221	ENSG00000276376	LOC120094877
ENSRNOG00000054221	ENSG00000252417	LOC120094877
ENSRNOG00000008138	ENSG00000109944	Jhy
ENSRNOG00000011136	ENSG00000164920	Osr2
ENSRNOG00000016852	ENSG00000100298	Apobec3
ENSRNOG00000032335	ENSG00000203909	RGD1564306
ENSRNOG00000056550	ENSG00000095203	Epb41l4b
ENSRNOG00000027328	ENSG00000239810	Pramef27
ENSRNOG00000027328	ENSG00000204501	Pramef27
ENSRNOG00000027328	ENSG00000229571	Pramef27
ENSRNOG00000027328	ENSG00000187545	Pramef27
ENSRNOG00000027328	ENSG00000243073	Pramef27
ENSRNOG00000027328	ENSG00000270601	Pramef27
ENSRNOG00000027328	ENSG00000279804	Pramef27
ENSRNOG00000027328	ENSG00000116721	Pramef27
ENSRNOG00000027328	ENSG00000279169	Pramef27
ENSRNOG00000027328	ENSG00000204505	Pramef27
ENSRNOG00000027328	ENSG00000204480	Pramef27
ENSRNOG00000027328	ENSG00000280267	Pramef27
ENSRNOG00000027328	ENSG00000204481	Pramef27
ENSRNOG00000027328	ENSG00000204510	Pramef27
ENSRNOG00000027328	ENSG00000120952	Pramef27
ENSRNOG00000027328	ENSG00000116726	Pramef27
ENSRNOG00000027328	ENSG00000237700	Pramef27
ENSRNOG00000027328	ENSG00000182330	Pramef27
ENSRNOG00000027328	ENSG00000274764	Pramef27
ENSRNOG00000027328	ENSG00000204479	Pramef27
ENSRNOG00000027328	ENSG00000232423	Pramef27
ENSRNOG00000027328	ENSG00000204478	Pramef27
ENSRNOG00000010490	ENSG00000069812	Hes2
ENSRNOG00000032948	ENSG00000105397	Tyk2
ENSRNOG00000005798	ENSG00000182533	Cav3
ENSRNOG00000017589	ENSG00000114349	Gnat1
ENSRNOG00000033672	ENSG00000163286	Alpp
ENSRNOG00000033672	ENSG00000163295	Alpp
ENSRNOG00000033672	ENSG00000163283	Alpp
ENSRNOG00000069826	ENSG00000197849	Or8g23
ENSRNOG00000069826	ENSG00000255298	Or8g23
ENSRNOG00000053811	ENSG00000081181	Arg2
ENSRNOG00000021938	ENSG00000176204	Lrrtm4
ENSRNOG00000061411	ENSG00000200800	LOC120102023
ENSRNOG00000066546	ENSG00000196378	
ENSRNOG00000030447	ENSG00000228594	LOC100364191
ENSRNOG00000005806	ENSG00000180914	Oxtr
ENSRNOG00000054052	ENSG00000119698	Ppp4r4
ENSRNOG00000018867	ENSG00000179023	Klhdc7a
ENSRNOG00000053239	ENSG00000166250	Clmp
ENSRNOG00000007700	ENSG00000175189	Inhbc
ENSRNOG00000034242	ENSG00000165280	Vcp
ENSRNOG00000013850	ENSG00000197921	Hes5
ENSRNOG00000061136	ENSG00000212518	LOC120094898
ENSRNOG00000061136	ENSG00000212413	LOC120094898
ENSRNOG00000007539	ENSG00000134321	Rsad2
ENSRNOG00000011507	ENSG00000100151	Pick1
ENSRNOG00000045629	ENSG00000166896	Atp23
ENSRNOG00000060436	ENSG00000100568	Vti1b
ENSRNOG00000026025	ENSG00000137225	Capn11
ENSRNOG00000027000	ENSG00000239810	Pramef25
ENSRNOG00000027000	ENSG00000204501	Pramef25
ENSRNOG00000027000	ENSG00000229571	Pramef25
ENSRNOG00000027000	ENSG00000187545	Pramef25
ENSRNOG00000027000	ENSG00000243073	Pramef25
ENSRNOG00000027000	ENSG00000270601	Pramef25
ENSRNOG00000027000	ENSG00000279804	Pramef25
ENSRNOG00000027000	ENSG00000116721	Pramef25
ENSRNOG00000027000	ENSG00000279169	Pramef25
ENSRNOG00000027000	ENSG00000204505	Pramef25
ENSRNOG00000027000	ENSG00000204480	Pramef25
ENSRNOG00000027000	ENSG00000280267	Pramef25
ENSRNOG00000027000	ENSG00000204481	Pramef25
ENSRNOG00000027000	ENSG00000204510	Pramef25
ENSRNOG00000027000	ENSG00000120952	Pramef25
